disp_x,disp_y,disp_z,id,x,y,z
0,0,0,0,0,-0.0001,-0.0001
-1.0082567389404e-05,6.7917501714009e-08,6.7917501713836e-08,1,0.01,-0.0001,-0.0001
-1.0082567389404e-05,-6.791750171403e-08,6.7917501713836e-08,2,0.01,0.0101,-0.0001
0,0,0,3,0,0.0101,-0.0001
0,0,0,4,0,-0.0001,0.0101
-1.0082567389403e-05,6.7917501713986e-08,-6.7917501714673e-08,5,0.01,-0.0001,0.0101
-1.0082567389403e-05,-6.7917501714014e-08,-6.7917501714679e-08,6,0.01,0.0101,0.0101
0,0,0,7,0,0.0101,0.0101
-5.0412836947019e-06,-1.2900452493791e-08,-1.2900452493948e-08,8,0.005,-0.0001,-0.0001
-1.0199451524812e-05,-9.3541635312428e-21,6.7644743292649e-08,9,0.01,0.005,-0.0001
-5.0412836947019e-06,1.290045249378e-08,-1.2900452493945e-08,10,0.005,0.0101,-0.0001
0,0,0,11,0,0.005,-0.0001
0,0,0,12,0,-0.0001,0.005
-1.0199451524812e-05,6.7644743292786e-08,-4.1880345385196e-19,13,0.01,-0.0001,0.005
-1.0199451524812e-05,-6.7644743292816e-08,-4.2106985887815e-19,14,0.01,0.0101,0.005
0,0,0,15,0,0.0101,0.005
-5.0412836947015e-06,-1.2900452493789e-08,1.2900452493735e-08,16,0.005,-0.0001,0.0101
-1.0199451524811e-05,-1.2919183492306e-20,-6.7644743293484e-08,17,0.01,0.005,0.0101
-5.0412836947014e-06,1.2900452493779e-08,1.2900452493733e-08,18,0.005,0.0101,0.0101
0,0,0,19,0,0.005,0.0101
-9.1939548641576e-06,-6.7076819335207e-08,-6.7076819335372e-08,20,0.009999,0,0
-2e-05,0,0,21,0.019999,0,0
-2e-05,0,0,22,0.019999,0.01,0
-9.1939548641576e-06,6.7076819335218e-08,-6.7076819335376e-08,23,0.009999,0.01,0
-9.1939548641586e-06,-6.707681933518e-08,6.7076819334491e-08,24,0.009999,0,0.01
-2e-05,0,0,25,0.019999,0,0.01
-2e-05,0,0,26,0.019999,0.01,0.01
-9.1939548641585e-06,6.7076819335202e-08,6.7076819334494e-08,27,0.009999,0.01,0.01
-1.4596977432079e-05,1.2955329895258e-08,1.2955329895105e-08,28,0.014999,0,0
-2e-05,0,0,29,0.019999,0.005,0
-1.4596977432079e-05,-1.2955329895254e-08,1.29553298951e-08,30,0.014999,0.01,0
-9.3094551276088e-06,4.2071362089726e-21,-6.6790173120708e-08,31,0.009999,0.005,0
-9.3094551276088e-06,-6.6790173120502e-08,-4.3995793968612e-19,32,0.009999,0,0.005
-2e-05,0,0,33,0.019999,0,0.005
-2e-05,0,0,34,0.019999,0.01,0.005
-9.3094551276088e-06,6.6790173120524e-08,-4.4163325568185e-19,35,0.009999,0.01,0.005
-1.4596977432079e-05,1.2955329895259e-08,-1.295532989532e-08,36,0.014999,0,0.01
-2e-05,0,0,37,0.019999,0.005,0.01
-1.4596977432079e-05,-1.2955329895251e-08,-1.295532989532e-08,38,0.014999,0.01,0.01
-9.3094551276097e-06,9.9445267319798e-21,6.6790173119821e-08,39,0.009999,0.005,0.01
