step,input_local_node,input_label,side,output_local_node,output_label,closure_delta_m,copen_m,cnormf_x_n,coord_y_m,coord_z_m
BASE,0,0,secondary,1,532,0,-9.999999999049099e-07,-8.333333332516645,2.727838672333166e-32,1.365154339918916e-32
BASE,0,0,secondary,2,535,0,-9.999999999015749e-07,-8.333333332526749,1,1.035340526715731e-32
BASE,0,0,secondary,3,536,0,-9.999999999127047e-07,-8.333333332505099,2.736770151879111e-33,1
BASE,0,0,secondary,4,539,0,-9.999999999026367e-07,-8.333333332530646,1,1
BASE,0,0,secondary,5,543,0,-9.999999999037988e-07,33.33333333010657,0.5,1.777504382347359e-34
BASE,0,0,secondary,6,547,0,-9.999999998994298e-07,33.33333333008108,0.5,1
BASE,0,0,secondary,7,548,0,-9.999999999066673e-07,33.33333333013599,1.734172101950573e-33,0.5
BASE,0,0,secondary,8,551,0,-9.999999999007258e-07,33.33333333006787,1,0.5
BASE,0,0,primary,1,2001,0,,-0.04435905053601744,0,0
BASE,0,0,primary,2,2002,0,,-0.05573422302098719,0.125,0
BASE,0,0,primary,3,2005,0,,-0.05573422302092554,0,0.125
BASE,0,0,primary,4,2006,0,,-0.06156227047157217,0.125,0.125
BASE,0,0,primary,5,2009,0,,0.3879856169338123,0.0625,0
BASE,0,0,primary,6,2013,0,,0.4660929338154129,0.0625,0.125
BASE,0,0,primary,7,2017,0,,0.3879856169338137,0,0.0625
BASE,0,0,primary,8,2018,0,,0.4660929338153103,0.125,0.0625
BASE,0,0,primary,9,2021,0,,-0.133679506501366,0,0.125
BASE,0,0,primary,10,2022,0,,-0.07133996412503482,0.125,0.125
BASE,0,0,primary,11,2025,0,,-0.01955534416063699,0,0.25
BASE,0,0,primary,12,2026,0,,-0.2768947646314299,0.125,0.25
BASE,0,0,primary,13,2029,0,,0.4803115250116297,0.0625,0.125
BASE,0,0,primary,14,2033,0,,0.6880113711388161,0.0625,0.25
BASE,0,0,primary,15,2037,0,,0.6532036005582076,0,0.1875
BASE,0,0,primary,16,2038,0,,0.6596853067838395,0.125,0.1875
BASE,0,0,primary,17,2041,0,,0.04799717299047528,0,0.25
BASE,0,0,primary,18,2042,0,,0.03653373516255326,0.125,0.25
BASE,0,0,primary,19,2045,0,,0.1287965748916332,0,0.375
BASE,0,0,primary,20,2046,0,,-0.01256766986628673,0.125,0.375
BASE,0,0,primary,21,2049,0,,-0.03755286629009359,0.0625,0.25
BASE,0,0,primary,22,2053,0,,0.4630925435530131,0.0625,0.375
BASE,0,0,primary,23,2057,0,,-0.1081156960473162,0,0.3125
BASE,0,0,primary,24,2058,0,,-0.06570138462272646,0.125,0.3125
BASE,0,0,primary,25,2061,0,,0.04980567760650801,0,0.375
BASE,0,0,primary,26,2062,0,,-0.1884950501277771,0.125,0.375
BASE,0,0,primary,27,2065,0,,-0.2627587161995782,0,0.5
BASE,0,0,primary,28,2066,0,,0.7298746395138997,0.125,0.5
BASE,0,0,primary,29,2069,0,,1.115263915997327,0.0625,0.375
BASE,0,0,primary,30,2073,0,,0.8423154191077357,0.0625,0.5
BASE,0,0,primary,31,2077,0,,0.260374597330789,0,0.4375
BASE,0,0,primary,32,2078,0,,0.1582283811753931,0.125,0.4375
BASE,0,0,primary,33,2081,0,,-0.2627587161996479,0,0.5
BASE,0,0,primary,34,2082,0,,0.7298746395138445,0.125,0.5
BASE,0,0,primary,35,2085,0,,0.04980567760654055,0,0.625
BASE,0,0,primary,36,2086,0,,-0.1884950501278945,0.125,0.625
BASE,0,0,primary,37,2089,0,,0.8423154191078022,0.0625,0.5
BASE,0,0,primary,38,2093,0,,1.115263915998026,0.0625,0.625
BASE,0,0,primary,39,2097,0,,0.2603745973309496,0,0.5625
BASE,0,0,primary,40,2098,0,,0.1582283811754907,0.125,0.5625
BASE,0,0,primary,41,2101,0,,0.1287965748917138,0,0.625
BASE,0,0,primary,42,2102,0,,-0.01256766986629499,0.125,0.625
BASE,0,0,primary,43,2105,0,,0.04799717299050506,0,0.75
BASE,0,0,primary,44,2106,0,,0.03653373516257594,0.125,0.75
BASE,0,0,primary,45,2109,0,,0.4630925435533053,0.0625,0.625
BASE,0,0,primary,46,2113,0,,-0.03755286629011694,0.0625,0.75
BASE,0,0,primary,47,2117,0,,-0.1081156960473834,0,0.6875
BASE,0,0,primary,48,2118,0,,-0.06570138462276726,0.125,0.6875
BASE,0,0,primary,49,2121,0,,-0.01955534416067745,0,0.75
BASE,0,0,primary,50,2122,0,,-0.2768947646323344,0.125,0.75
BASE,0,0,primary,51,2125,0,,-0.1336795065016411,0,0.875
BASE,0,0,primary,52,2126,0,,-0.07133996412542773,0.125,0.875
BASE,0,0,primary,53,2129,0,,0.6880113711412534,0.0625,0.75
BASE,0,0,primary,54,2133,0,,0.4803115250135579,0.0625,0.875
BASE,0,0,primary,55,2137,0,,0.653203600560522,0,0.8125
BASE,0,0,primary,56,2138,0,,0.6596853067855819,0.125,0.8125
BASE,0,0,primary,57,2141,0,,-0.05573422302129975,0,0.875
BASE,0,0,primary,58,2142,0,,-0.06156227047211605,0.125,0.875
BASE,0,0,primary,59,2145,0,,-0.04435905053624326,0,1
BASE,0,0,primary,60,2146,0,,-0.05573422302145412,0.125,1
BASE,0,0,primary,61,2149,0,,0.4660929338177504,0.0625,0.875
BASE,0,0,primary,62,2153,0,,0.3879856169362318,0.0625,1
BASE,0,0,primary,63,2157,0,,0.3879856169362348,0,0.9375
BASE,0,0,primary,64,2158,0,,0.4660929338174917,0.125,0.9375
