disp_x,disp_y,disp_z,id,x,y,z
0,-0,0,0,0,-9.999999747378752e-05,-9.999999747378752e-05
-1.003412580757868e-05,1.353642034018776e-07,7.521840217350473e-08,1,0.009999999776482582,-9.999999747378752e-05,-9.999999747378752e-05
-1.009669267659774e-05,-1.533948612575387e-08,7.509530774996165e-08,2,0.009999999776482582,0.01009999960660934,-9.999999747378752e-05
0,0,0,3,0,0.01009999960660934,-9.999999747378752e-05
0,0,-0,4,0,-9.999999747378752e-05,0.01009999960660934
-1.003412580757868e-05,1.353642034018776e-07,-7.521840217350473e-08,5,0.009999999776482582,-9.999999747378752e-05,0.01009999960660934
-1.009669267659774e-05,-1.533948612575387e-08,-7.509530774996165e-08,6,0.009999999776482582,0.01009999960660934,0.01009999960660934
0,-0,0,7,0,0.01009999960660934,0.01009999960660934
-5.010196673538303e-06,7.940191615318781e-09,-1.436372176755185e-08,8,0.004999999888241291,-9.999999747378752e-05,-9.999999747378752e-05
-1.019509272737196e-05,6.005521413499082e-08,7.517361666486977e-08,9,0.009999999776482582,0.004999999888241291,-9.999999747378752e-05
-5.055212568549905e-06,3.673596538078527e-08,-1.444229269509378e-08,10,0.004999999888241291,0.01009999960660934,-9.999999747378752e-05
0,0,0,11,0,0.004999999888241291,-9.999999747378752e-05
0,-0,0,12,0,-9.999999747378752e-05,0.004999999888241291
-1.016369969875086e-05,1.354700316369417e-07,1.30544075134115e-21,13,0.009999999776482582,-9.999999747378752e-05,0.004999999888241291
-1.022627475322224e-05,-1.521064341147849e-08,-3.242159048605384e-21,14,0.009999999776482582,0.01009999960660934,0.004999999888241291
0,0,-0,15,0,0.01009999960660934,0.004999999888241291
-5.010196673538303e-06,7.940191615318781e-09,1.436372176755185e-08,16,0.004999999888241291,-9.999999747378752e-05,0.01009999960660934
-1.019509272737196e-05,6.005521413499082e-08,-7.517361666486977e-08,17,0.009999999776482582,0.004999999888241291,0.01009999960660934
-5.055212568549905e-06,3.673596538078527e-08,1.444229269509378e-08,18,0.004999999888241291,0.01009999960660934,0.01009999960660934
0,0,-0,19,0,0.004999999888241291,0.01009999960660934
-9.180327990383375e-06,2.678488272067625e-06,-5.947827830254937e-08,20,0.009998999776482583,-4.61262467976979e-34,1.597141534191727e-34
-1.999999983329326e-05,2.799999947455944e-06,-0,21,0.01999899955296516,0,0
-1.999999983329326e-05,2.799999947455944e-06,0,22,0.01999899955296516,0.009999999776482582,0
-9.241690688417293e-06,2.79799178315443e-06,-5.961354077044234e-08,23,0.009998999776482583,0.009999999776482582,-1.351104482463002e-34
-9.180327990383375e-06,2.678488272067625e-06,5.947827830254937e-08,24,0.009998999776482583,1.948816038796028e-34,0.009999999776482582
-1.999999983329326e-05,2.799999947455944e-06,-0,25,0.01999899955296516,0,0.009999999776482582
-1.999999983329326e-05,2.799999947455944e-06,-0,26,0.01999899955296516,0.009999999776482582,0.009999999776482582
-9.241690688417293e-06,2.79799178315443e-06,5.961354077044234e-08,27,0.009998999776482583,0.009999999776482582,0.009999999776482582
-1.458290387038141e-05,2.788404344755691e-06,1.16497567148599e-08,28,0.01499899966472387,0,0
-1.999999983329326e-05,2.799999947455944e-06,-0,29,0.01999899955296516,0.004999999888241291,0
-1.462810575705953e-05,2.765182898656349e-06,1.159017060103906e-08,30,0.01499899966472387,0.009999999776482582,0
-9.313896382285747e-06,2.738274133662344e-06,-5.957026871783455e-08,31,0.009998999776482583,0.004999999888241291,-1.493220414992863e-36
-9.283094525220803e-06,2.678600822036969e-06,-2.286988392131114e-21,32,0.009998999776482583,-3.696486627067132e-34,0.004999999888241291
-1.999999983329326e-05,2.799999947455944e-06,-0,33,0.01999899955296516,0,0.004999999888241291
-1.999999983329326e-05,2.799999947455944e-06,0,34,0.01999899955296516,0.009999999776482582,0.004999999888241291
-9.344495422032195e-06,2.798070454446133e-06,3.290443091534074e-21,35,0.009998999776482583,0.009999999776482582,0.004999999888241291
-1.458290387038141e-05,2.788404344755691e-06,-1.16497567148599e-08,36,0.01499899966472387,0,0.009999999776482582
-1.999999983329326e-05,2.799999947455944e-06,-0,37,0.01999899955296516,0.004999999888241291,0.009999999776482582
-1.462810575705953e-05,2.765182898656349e-06,-1.159017060103906e-08,38,0.01499899966472387,0.009999999776482582,0.009999999776482582
-9.313896382285747e-06,2.738274133662344e-06,5.957026871783455e-08,39,0.009998999776482583,0.004999999888241291,0.009999999776482582
