normal_displacement,normal_x,normal_y,normal_z,id,x,y,z
0,1,0,0,0,0,0,0
-2.15307330574691e-06,1,0,0,1,1,0,0
-2.158880072316315e-06,1,0,0,2,1,0.33,0
0,1,0,0,3,0,0.33,0
0,1,0,0,4,0,0,0.38
-2.458212901427043e-06,1,0,0,5,1,0,0.38
-2.480484348760282e-06,1,0,0,6,1,0.33,0.38
0,1,0,0,7,0,0.33,0.38
-1.084377988234338e-06,1,0,0,8,0.5,0,0
-2.161927942447687e-06,1,0,0,9,1,0.165,0
-1.033801986461009e-06,1,0,0,10,0.5,0.33,0
0,1,0,0,11,0,0.165,0
0,1,0,0,12,0,0,0.19
-2.29911502443057e-06,1,0,0,13,1,0,0.19
-2.313639714261712e-06,1,0,0,14,1,0.33,0.19
0,1,0,0,15,0,0.33,0.19
-1.20888124866002e-06,1,0,0,16,0.5,0,0.38
-2.474222588176193e-06,1,0,0,17,1,0.165,0.38
-1.154088064027116e-06,1,0,0,18,0.5,0.33,0.38
0,1,0,0,19,0,0.165,0.38
-2.166981561292842e-06,1,0,0,20,1,0.7,0
0,1,0,0,21,0,0.7,0
-2.484741839167111e-06,1,0,0,22,1,0.7,0.38
0,1,0,0,23,0,0.7,0.38
-2.149051233449289e-06,1,0,0,24,1,0.515,0
-1.036714779817462e-06,1,0,0,25,0.5,0.7,0
0,1,0,0,26,0,0.515,0
-2.319602770639655e-06,1,0,0,27,1,0.7,0.19
0,1,0,0,28,0,0.7,0.19
-2.471346135882553e-06,1,0,0,29,1,0.515,0.38
-1.156530201754695e-06,1,0,0,30,0.5,0.7,0.38
0,1,0,0,31,0,0.515,0.38
-2.148702242152594e-06,1,0,0,32,1,1,0
0,1,0,0,33,0,1,0
-2.453780535183526e-06,1,0,0,34,1,1,0.38
0,1,0,0,35,0,1,0.38
-2.163901604476291e-06,1,0,0,36,1,0.85,0
-1.08690431514964e-06,1,0,0,37,0.5,1,0
0,1,0,0,38,0,0.85,0
-2.29460986466082e-06,1,0,0,39,1,1,0.19
0,1,0,0,40,0,1,0.19
-2.474336224334921e-06,1,0,0,41,1,0.85,0.38
-1.211473635605235e-06,1,0,0,42,0.5,1,0.38
0,1,0,0,43,0,0.85,0.38
0,1,0,0,44,0,0,1
-3.238298504312145e-06,1,0,0,45,1,0,1
-3.304350992958927e-06,1,0,0,46,1,0.33,1
0,1,0,0,47,0,0.33,1
0,1,0,0,48,0,0,0.6899999999999999
-2.739902203164732e-06,1,0,0,49,1,0,0.6899999999999999
-2.791199191335884e-06,1,0,0,50,1,0.33,0.6899999999999999
0,1,0,0,51,0,0.33,0.6899999999999999
-1.621732529654957e-06,1,0,0,52,0.5,0,1
-3.277890287183231e-06,1,0,0,53,1,0.165,1
